bench,class,tool,tool_version,variant,mode,period_ns,timing_status,wns_ns,wns_reg2reg_ns,timing_basis,data_path_ns,critical_endpoint,num_cells,num_seq,retime_named_regs,area_um2,routed_wirelength_um,postroute_wns_ns,achieved_density_pct,path_route_share_pct,path_cell_delay_ns,path_net_delay_ns,max_route_layer,place_blockage_frac,power_mw,power_switching_mw,power_register_mw,power_logic_mw,power_clock_mw,power_sequential_mw,power_combinational_mw,power_mode,num_lut,num_ff,runtime_total_s,wall_seconds,sdc_sha1,git_commit
r19_power_activity_retime,G - power-driven retiming,genus,23.12-s086_1,retimed,off,2.7,VIOLATED,-1.625,,,3.597,narrow_q_reg[5]/D,854,14,0,38970.15650525,,,,,,,,,98.2192,50.5006,7.02414,90.5469,0.648148,,,probabilistic,,,61,71.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,genus,23.12-s086_1,retimed,off,3.6,VIOLATED,-0.656,,,3.571,narrow_q_reg[5]/D,884,14,0,40584.129921,,,,,,,,,73.3212,38.011,4.95272,67.88239999999999,0.486111,,,probabilistic,,,62,71.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,genus,23.12-s086_1,retimed,off,4.8,MET,0.0,,,4.175,narrow_q_reg[4]/D,745,14,0,33223.029729,,,,,,,,,44.5165,22.7091,3.08467,41.0673,0.364583,,,probabilistic,,,16,24.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,genus,23.12-s086_1,retimed,off,6.0,MET,0.0,,,5.392,narrow_q_reg[5]/D,162,14,0,11513.251064249998,,,,,,,,,12.7549,4.06597,2.35668,10.1066,0.291667,,,probabilistic,,,6,14.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,genus,23.12-s086_1,retimed,off,7.8,MET,0.78,,,6.413,narrow_q_reg[5]/D,123,14,0,10145.3503425,,,,,,,,,7.9817599999999995,2.17926,1.80497,5.95243,0.224359,,,probabilistic,,,5,14.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,innovus,23.12-s091_1,directive,,4.8,,,,,,,183,41,40,,10046.075,0.226,54.648,14.38,2.972,0.499,5,0,15.83300978,3.02712509,,,0.0,7.464,8.369,probabilistic,,,51,71.0,,
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,directive,unsupported,2.7,VIOLATED,-25.32,,,27.7006,,870,71,,,,,,,,,,,565.4820000000001,252.874,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,directive,unsupported,3.6,VIOLATED,-24.42,,,27.7006,,870,71,,,,,,,,,,,521.922,234.826,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,directive,unsupported,4.8,VIOLATED,-23.22,,,27.7006,,870,71,,,,,,,,,,,467.17900000000003,210.57899999999998,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,directive,unsupported,6.0,VIOLATED,-22.02,,,27.7006,,870,71,,,,,,,,,,,430.293,194.11700000000002,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,directive,unsupported,7.8,VIOLATED,-20.22,,,27.7006,,870,71,,,,,,,,,,,390.214,176.14499999999998,,,,,,vcd,,,1,1.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,orig,unsupported,2.7,VIOLATED,-25.32,,,27.7006,,870,71,,,,,,,,,,,565.4820000000001,252.874,,,,,,vcd,,,1,1.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,orig,unsupported,3.6,VIOLATED,-24.42,,,27.7006,,870,71,,,,,,,,,,,521.922,234.826,,,,,,vcd,,,1,1.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,orig,unsupported,4.8,VIOLATED,-23.22,,,27.7006,,870,71,,,,,,,,,,,467.17900000000003,210.57899999999998,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,orig,unsupported,6.0,VIOLATED,-22.02,,,27.7006,,870,71,,,,,,,,,,,430.293,194.11700000000002,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,orig,unsupported,7.8,VIOLATED,-20.22,,,27.7006,,870,71,,,,,,,,,,,390.214,176.14499999999998,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,retimed,unsupported,2.7,VIOLATED,-25.1506,,,27.6068,,677,14,,,,,,,,,,,532.5459999999999,250.13600000000002,,,,,,vcd,,,0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,retimed,unsupported,3.6,VIOLATED,-24.2506,,,27.6068,,677,14,,,,,,,,,,,530.891,249.948,,,,,,vcd,,,0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,retimed,unsupported,4.8,VIOLATED,-23.0506,,,27.6068,,677,14,,,,,,,,,,,529.65,249.808,,,,,,vcd,,,0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,retimed,unsupported,6.0,VIOLATED,-21.8506,,,27.6068,,677,14,,,,,,,,,,,528.905,249.723,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,openroad_syn,,retimed,unsupported,7.8,VIOLATED,-20.0506,,,27.6068,,677,14,,,,,,,,,,,528.218,249.645,,,,,,vcd,,,1,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,directive,on,5.2,VIOLATED,-1.971,-1.971,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,114.0,,,,,,,vectorless,146,71,33,43.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,directive,on,6.4,VIOLATED,-0.616,-0.616,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,109.0,,,,,,,vectorless,146,71,37,47.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,directive,on,8.0,MET,0.267,0.267,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,146,71,38,48.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,directive,on,9.6,MET,0.844,0.844,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,104.0,,,,,,,vectorless,146,71,39,52.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,directive,on,12.0,MET,2.387,2.387,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,102.0,,,,,,,vectorless,146,71,37,50.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,off,5.2,VIOLATED,-1.971,-1.971,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,114.0,,,,,,,vectorless,146,71,35,46.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,off,6.4,VIOLATED,-0.616,-0.616,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,109.0,,,,,,,vectorless,146,71,34,45.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,off,8.0,MET,0.267,0.267,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,146,71,33,49.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,off,9.6,MET,0.844,0.844,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,104.0,,,,,,,vectorless,146,71,35,43.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,off,12.0,MET,2.387,2.387,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,102.0,,,,,,,vectorless,146,71,32,40.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,on,5.2,VIOLATED,-1.971,-1.971,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,114.0,,,,,,,vectorless,146,71,33,41.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,on,6.4,VIOLATED,-0.616,-0.616,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,109.0,,,,,,,vectorless,146,71,32,40.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,on,8.0,MET,0.267,0.267,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,146,71,32,40.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,on,9.6,MET,0.844,0.844,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,104.0,,,,,,,vectorless,146,71,32,41.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,orig,on,12.0,MET,2.387,2.387,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,102.0,,,,,,,vectorless,146,71,32,39.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,retimed,off,5.2,VIOLATED,-1.469,-1.469,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,114.0,,,,,,,vectorless,113,14,31,42.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,retimed,off,6.4,VIOLATED,-0.147,-0.147,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,110.0,,,,,,,vectorless,113,14,31,43.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,retimed,off,8.0,MET,0.792,0.792,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,113,14,31,42.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,retimed,off,9.6,MET,2.079,2.079,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,104.0,,,,,,,vectorless,113,14,31,43.0,,
r19_power_activity_retime,G - power-driven retiming,vivado,2023.1,retimed,off,12.0,MET,4.237,4.237,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,101.0,,,,,,,vectorless,113,14,30,41.0,,
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,directive,on,2.7,VIOLATED,-4.5521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,78.0,31.099999999999998,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,directive,on,3.6,VIOLATED,-3.6521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,58.5,23.3,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,directive,on,4.8,VIOLATED,-2.4521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,43.9,17.5,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,directive,on,6.0,VIOLATED,-1.2521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,35.1,14.0,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,directive,on,7.8,MET,0.5479,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,27.0,10.8,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,off,2.7,VIOLATED,-7.4688,,,9.8827,_777_,416,71,,15119.5968,,,,,,,,,90.80000000000001,29.6,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,off,3.6,VIOLATED,-6.5688,,,9.8827,_777_,416,71,,15119.5968,,,,,,,,,75.39999999999999,25.2,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,off,4.8,VIOLATED,-5.3688,,,9.8827,_777_,416,71,,15119.5968,,,,,,,,,62.9,21.5,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,off,6.0,VIOLATED,-4.1688,,,9.8827,_777_,416,71,,15119.5968,,,,,,,,,53.199999999999996,18.4,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,off,7.8,VIOLATED,-2.3688,,,9.8827,_777_,416,71,,15119.5968,,,,,,,,,43.5,15.2,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,on,2.7,VIOLATED,-4.5521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,78.0,31.099999999999998,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,on,3.6,VIOLATED,-3.6521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,58.5,23.3,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,on,4.8,VIOLATED,-2.4521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,43.9,17.5,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,on,6.0,VIOLATED,-1.2521,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,35.1,14.0,,,,,,vectorless,,,1.0,1.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,orig,on,7.8,MET,0.5479,,,6.9545,_1391_,487,71,,21952.6272,,,,,,,,,27.0,10.8,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,retimed,off,2.7,VIOLATED,-7.1651,,,9.5793,_593_,333,14,,9249.0048,,,,,,,,,87.7,34.4,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,retimed,off,3.6,VIOLATED,-6.2651,,,9.5793,_593_,333,14,,9249.0048,,,,,,,,,75.1,29.7,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,retimed,off,4.8,VIOLATED,-5.0651,,,9.5793,_593_,333,14,,9249.0048,,,,,,,,,64.0,25.4,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,retimed,off,6.0,VIOLATED,-3.8651,,,9.5793,_593_,333,14,,9249.0048,,,,,,,,,56.300000000000004,22.4,,,,,,vectorless,,,1.0,2.0,94aa3a7705c7,uncommitted
r19_power_activity_retime,G - power-driven retiming,yosys,0.58,retimed,off,7.8,VIOLATED,-2.0651,,,9.5793,_593_,333,14,,9249.0048,,,,,,,,,47.199999999999996,18.9,,,,,,vectorless,,,1.0,1.0,94aa3a7705c7,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,1.11,VIOLATED,-1.147,,,1.857,dout[27],565,60,60,27543.2707595,,,,,,,,,182.18300000000002,70.7173,69.6608,105.766,6.75676,,,probabilistic,,,25,37.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,1.38,VIOLATED,-0.908,,,1.569,retime_s1_21_reg/D,518,72,72,26633.670527500002,,,,,,,,,146.031,50.3882,66.8108,72.6982,6.521739999999999,,,probabilistic,,,24,38.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,1.73,VIOLATED,-0.472,,,1.548,retime_s1_26_reg/D,581,72,72,29261.49502575,,,,,,,,,121.77000000000001,43.9882,54.660199999999996,61.9035,5.20665,,,probabilistic,,,31,40.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,2.16,VIOLATED,-0.093,,,1.53,retime_s1_14_reg/D,551,64,64,27643.08936225,,,,,,,,,96.65650000000001,35.1131,40.2033,52.7461,3.70718,,,probabilistic,,,26,36.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,2.7,MET,0.004,,,2.296,dout[29],295,66,66,18453.18420225,,,,,,,,,57.5404,16.1111,27.9056,26.5793,3.0555600000000003,,,probabilistic,,,10,18.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,3.6,MET,0.095,,,3.105,dout[14],258,43,43,15501.016937,,,,,,,,,33.7802,10.1955,13.398200000000001,18.8889,1.49306,,,probabilistic,,,7,17.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,4.8,MET,1.193,,,2.876,retime_s1_15_reg/D,273,56,55,16505.139766250002,,,,,,,,,29.631500000000003,8.41014,13.6658,14.5074,1.4583300000000001,,,probabilistic,,,6,14.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,6.0,MET,1.99,,,3.291,retime_s1_14_reg/D,238,33,33,13750.809044,,,,,,,,,18.844,5.53572,6.39257,11.763900000000001,0.6875,,,probabilistic,,,6,15.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,directive,off,7.8,MET,3.581,,,3.934,out_q_reg[26]/D,267,55,23,16177.58515875,,,,,,,,,19.0403,5.29971,8.27013,9.88872,0.88141,,,probabilistic,,,5,14.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,off,2.7,VIOLATED,-1.143,,,3.546,out_q_reg[26]/D,714,48,0,33436.30675875,,,,,,,,,83.708,34.443799999999996,21.8404,59.6453,2.22222,,,probabilistic,,,45,53.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,off,3.6,VIOLATED,-0.268,,,3.584,out_q_reg[25]/D,740,48,0,33996.7963765,,,,,,,,,62.332899999999995,26.069,15.9248,44.7414,1.66667,,,probabilistic,,,35,44.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,off,4.8,MET,0.001,,,4.5,out_q_reg[10]/D,346,48,0,18676.403072250003,,,,,,,,,28.4112,8.94099,10.6495,16.5117,1.25,,,probabilistic,,,4,13.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,off,6.0,MET,0.059,,,5.658,out_q_reg[30]/D,261,48,0,16050.1370735,,,,,,,,,21.6662,6.326919999999999,8.44115,12.225,1.0,,,probabilistic,,,3,12.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,off,7.8,MET,1.296,,,6.22,out_q_reg[24]/D,256,48,0,15736.2201455,,,,,,,,,16.293,4.78648,6.33638,9.18735,0.769231,,,probabilistic,,,3,12.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,1.11,VIOLATED,-1.322,,,2.032,dout[29],551,47,47,26522.62223525,,,,,,,,,182.027,75.75659999999999,54.523,122.204,5.29955,,,probabilistic,,,25,34.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,1.38,VIOLATED,-0.869,,,1.276,retime_s1_26_reg/D,605,68,68,30333.77449575,,,,,,,,,171.014,64.4514,69.4265,95.4229,6.16486,,,probabilistic,,,25,33.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,1.73,VIOLATED,-0.675,,,1.354,retime_s1_13_reg/SI,569,57,57,27925.16352025,,,,,,,,,125.96099999999998,47.8347,48.8772,72.94409999999999,4.14017,,,probabilistic,,,22,31.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,2.16,VIOLATED,-0.153,,,1.285,retime_s1_26_reg/D,554,63,63,27972.56622275,,,,,,,,,96.342,35.2642,39.3093,53.373,3.65972,,,probabilistic,,,23,32.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,2.7,MET,0.003,,,2.297,dout[24],292,56,56,17817.46410025,,,,,,,,,52.871300000000005,15.1606,24.2753,26.0034,2.59259,,,probabilistic,,,9,18.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,3.6,MET,0.157,,,2.287,retime_s1_22_reg/SE,295,64,62,17843.5001535,,,,,,,,,42.17400000000001,11.5421,20.930799999999998,19.021,2.22222,,,probabilistic,,,7,15.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,4.8,MET,1.349,,,2.702,retime_s1_16_reg/D,278,60,58,16867.3128125,,,,,,,,,30.5279,8.5777,14.813,14.1524,1.5625,,,probabilistic,,,6,14.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,6.0,MET,1.07,,,4.646,out_q_reg[4]/D,269,56,24,16530.85092,,,,,,,,,23.4568,6.39687,10.359399999999999,11.9307,1.16667,,,probabilistic,,,5,14.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,orig,on,7.8,MET,3.191,,,4.325,out_q_reg[25]/D,264,62,30,16970.03084125,,,,,,,,,17.0277,4.54593,8.31026,7.72386,0.99359,,,probabilistic,,,5,14.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,1.11,VIOLATED,-1.296,,,2.122,out_q_reg[30]/D,640,48,0,30041.120063000002,,,,,,,,,159.478,63.33469999999999,54.2674,99.80550000000001,5.40541,,,probabilistic,,,22,32.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,1.38,VIOLATED,-0.94,,,2.034,out_q_reg[30]/D,709,48,0,32858.01861025,,,,,,,,,136.246,55.7379,43.4843,88.4138,4.347829999999999,,,probabilistic,,,33,41.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,1.73,VIOLATED,-0.712,,,2.201,out_q_reg[30]/D,665,48,0,30985.2331855,,,,,,,,,103.223,41.486799999999995,34.1252,65.6293,3.46821,,,probabilistic,,,18,27.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,2.16,VIOLATED,-0.28,,,2.138,out_q_reg[29]/D,646,48,0,30649.3048225,,,,,,,,,84.1826,33.190999999999995,27.5636,53.8412,2.77778,,,probabilistic,,,21,30.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,2.7,MET,0.001,,,2.404,out_q_reg[28]/D,304,48,0,17635.2730805,,,,,,,,,41.2295,12.1087,19.261799999999997,19.7427,2.225,,,probabilistic,,,4,13.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,3.6,MET,0.24,,,3.089,out_q_reg[30]/D,269,48,0,16297.263264000001,,,,,,,,,29.7818,8.11728,13.958699999999999,14.1564,1.66667,,,probabilistic,,,3,13.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,4.8,MET,0.438,,,3.759,xr_q_reg[14]/D,263,48,0,15401.18229425,,,,,,,,,24.4277,6.49973,11.0021,12.175500000000001,1.25,,,probabilistic,,,3,14.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,6.0,MET,1.833,,,3.565,xr_q_reg[14]/D,257,48,0,15255.8854,,,,,,,,,19.372,5.13994,8.762459999999999,9.609539999999999,1.0,,,probabilistic,,,3,12.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,genus,23.12-s086_1,retimed,off,7.8,MET,3.707,,,3.491,xr_q_reg[14]/D,264,48,0,15418.342442750001,,,,,,,,,15.010900000000001,3.9835599999999998,6.7458800000000005,7.4958100000000005,0.769231,,,probabilistic,,,3,12.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,innovus,23.12-s091_1,directive,,2.7,,,,,,,365,66,66,,15361.06,0.021,60.517,0.61,2.278,0.014,5,0,39.22640478,9.83105859,,,0.0,22.45,16.78,probabilistic,,,66,85.0,,
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,directive,unsupported,2.7,VIOLATED,-502.8613,,,505.2261,,74997,42,,,,,,,,,,,5131.610000000001,419.058,,,,,,vcd,,,43,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,directive,unsupported,3.6,VIOLATED,-501.9613,,,505.2261,,74997,42,,,,,,,,,,,4619.53,341.489,,,,,,vcd,,,44,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,directive,unsupported,4.8,VIOLATED,-500.7613,,,505.2261,,74997,42,,,,,,,,,,,4236.51,283.306,,,,,,vcd,,,44,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,directive,unsupported,6.0,VIOLATED,-499.5613,,,505.2261,,74997,42,,,,,,,,,,,4006.3000000000006,248.43599999999998,,,,,,vcd,,,44,64.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,directive,unsupported,7.8,VIOLATED,-497.7613,,,505.2261,,74997,42,,,,,,,,,,,3794.64,216.219,,,,,,vcd,,,43,64.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,orig,unsupported,2.7,VIOLATED,-502.8613,,,505.2261,,74997,42,,,,,,,,,,,5131.610000000001,419.058,,,,,,vcd,,,44,64.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,orig,unsupported,3.6,VIOLATED,-501.9613,,,505.2261,,74997,42,,,,,,,,,,,4619.53,341.489,,,,,,vcd,,,43,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,orig,unsupported,4.8,VIOLATED,-500.7613,,,505.2261,,74997,42,,,,,,,,,,,4236.51,283.306,,,,,,vcd,,,43,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,orig,unsupported,6.0,VIOLATED,-499.5613,,,505.2261,,74997,42,,,,,,,,,,,4006.3000000000006,248.43599999999998,,,,,,vcd,,,43,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,orig,unsupported,7.8,VIOLATED,-497.7613,,,505.2261,,74997,42,,,,,,,,,,,3794.64,216.219,,,,,,vcd,,,44,63.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,retimed,unsupported,2.7,VIOLATED,-7.9281,,,10.3186,,3855,48,,,,,,,,,,,531.044,130.39100000000002,,,,,,vcd,,,1,3.0,3f5852788eef,uncommitted
r20_glitch_absorb,G - power-driven retiming,openroad_syn,,retimed,unsupported,3.6,VIOLATED,-7.0281,,,10.3186,,3855,48,,,,,,,,,,,488.871,117.18599999999999,,,,,,vcd,,,2,4.0,3f5852788eef,uncommitted
