bench,class,tool,tool_version,variant,mode,period_ns,timing_status,postroute_wns_reg2reg,postroute_tns_reg2reg,postroute_violating_reg2reg,num_ffs,num_ffs_pre_syn,num_cells,area_um2,routed_wirelength_um,achieved_density_pct,overflow_route,overflow_route_h_pct,overflow_route_v_pct,path_route_share_pct,path_cell_delay_ns,path_net_delay_ns,congestion_place_max_level,congestion_place_windows,congestion_route_max_level,congestion_route_windows,max_route_layer,place_blockage_frac,power_mw,power_switching_mw,power_register_mw,power_logic_mw,power_clock_mw,power_mode,num_lut,runtime_total_s,wall_seconds,sdc_sha1,git_commit
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.4634,,0.012,0.0,0.0,51,,348,,2139.79,,0,0.0,0.0,,,,,,,,10,0,,,,,,probabilistic,,59,36.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.159,,0.006,0.0,0.0,24,,677,,3201.075,93.302,0,0.0,0.0,1.59,0.558,0.009,,,,,10,0,14.71397149,7.34547993,,,0.0,probabilistic,,93,116.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.1705,,-0.01,-0.01,1.0,24,,652,,3412.075,92.348,0,0.0,0.0,1.2,0.577,0.007,,,,,10,0,13.47265072,6.79574035,,,0.0,probabilistic,,81,102.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.1841,,-0.007,-0.019,7.0,48,,869,,7135.095,93.969,0,0.0,0.0,0.14,0.7,0.001,,,,,10,0,15.90025087,7.70470419,,,2.226,probabilistic,,250,19.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.2271,,0.044,0.0,0.0,24,,650,,2976.51,93.043,0,0.0,0.0,0.71,0.562,0.004,,,,,10,0,10.79212994,5.32214654,,,0.0,probabilistic,,115,137.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.3244,,0.139,0.0,0.0,24,,629,,3167.47,93.953,0,0.0,0.0,0.68,0.581,0.004,,,,,10,0,7.2201488,3.58800674,,,0.0,probabilistic,,83,101.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.4634,,0.274,0.0,0.0,24,,659,,3381.14,93.634,0,0.0,0.0,0.35,0.575,0.002,,,,,10,0,5.59787147,2.81715984,,,0.0,probabilistic,,69,86.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.159,,-0.165,-3.772,28.0,51,,580,,3202.74,91.378,0,0.0,0.0,1.42,0.278,0.004,,,,,10,0,7.69362454,3.138647,,,0.0,probabilistic,,105,125.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.1705,,-0.142,-2.868,27.0,48,,565,,3081.37,89.437,0,0.0,0.0,1.25,0.237,0.003,,,,,10,0,7.13245563,2.96827791,,,0.0,probabilistic,,96,118.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.1841,,-0.071,-3.084,62.0,98,,794,,5127.13,85.594,0,0.0,0.0,2.82,0.207,0.006,,,,,10,0,8.07774624,2.8351578,,,0.0,probabilistic,,172,23.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.2271,,-0.088,-1.329,23.0,50,,595,,3389.94,88.426,0,0.0,0.0,0.41,0.241,0.001,,,,,10,0,5.66095028,2.38466603,,,0.0,probabilistic,,117,140.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.3244,,-0.019,-0.131,12.0,49,,612,,3435.56,86.824,0,0.0,0.0,0.45,0.223,0.001,,,,,10,0,4.06312541,1.69188997,,,0.0,probabilistic,,82,103.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.4634,,0.012,0.0,0.0,51,,348,,2139.79,73.388,0,0.0,0.0,0.0,0.342,0.0,,,,,10,0,1.49431361,0.47702798,,,0.0,probabilistic,,60,78.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.159,,-0.179,-1.357,8.0,24,,614,,3003.975,100.121,0,0.0,0.0,0.0,0.288,0.0,,,,,10,0,8.26035845,3.83536633,,,1.028,probabilistic,,1122,1144.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.1705,,-0.302,-2.285,8.0,24,,638,,3058.905,97.295,0,0.0,0.0,0.37,0.541,0.002,,,,,10,0,8.0673674,3.83925711,,,0.8778,probabilistic,,105,124.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.1841,,-0.283,-6.744,30.0,48,,699,,3864.005,96.414,0,0.0,0.0,0.57,0.524,0.003,,,,,10,0,8.31113344,3.78150844,,,1.012,probabilistic,,201,21.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.2271,,-0.141,-1.051,8.0,24,,643,,3571.73,98.76,0,0.0,0.0,0.0,0.269,0.0,,,,,10,0,6.052558,2.83872542,,,0.8186,probabilistic,,141,160.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.3244,,-0.049,-0.283,8.0,24,,655,,3242.065,97.647,0,0.0,0.0,0.33,0.302,0.001,,,,,10,0,4.20629008,1.97019503,,,0.4834,probabilistic,,96,118.0,,
r03_async_reset_blocker,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.4634,,0.001,0.0,0.0,24,,602,,3137.305,,0,0.0,0.0,,,,,,,,10,0,,,,,,probabilistic,,97,24.0,,
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,directive,unsupported,0.9,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.862443,0.185616,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,directive,unsupported,1.098,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.712079,0.152144,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,directive,unsupported,1.349,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.58491,0.123836,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,directive,unsupported,1.642,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.485993,0.101738,,,,vectorless,,1,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,directive,unsupported,1.987,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.407814,0.0840736,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,directive,unsupported,2.395,MET,,,,,,229,,,,,,,,,,,,,,,,0.34442799999999996,0.0697512,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,orig,unsupported,0.9,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.862443,0.185616,,,,vectorless,,1,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,orig,unsupported,1.098,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.712079,0.152144,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,orig,unsupported,1.349,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.58491,0.123836,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,orig,unsupported,1.642,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.485993,0.101738,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,orig,unsupported,1.987,VIOLATED,,,,,,229,,,,,,,,,,,,,,,,0.407814,0.0840736,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,orig,unsupported,2.395,MET,,,,,,229,,,,,,,,,,,,,,,,0.34442799999999996,0.0697512,,,,vectorless,,0,0.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,retimed,unsupported,0.9,VIOLATED,,,,,,219,,,,,,,,,,,,,,,,0.796597,0.194443,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,retimed,unsupported,1.098,MET,,,,,,219,,,,,,,,,,,,,,,,0.657528,0.159379,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,retimed,unsupported,1.349,MET,,,,,,219,,,,,,,,,,,,,,,,0.5399120000000001,0.129725,,,,vectorless,,0,0.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,retimed,unsupported,1.642,MET,,,,,,219,,,,,,,,,,,,,,,,0.448373,0.106577,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,retimed,unsupported,1.987,MET,,,,,,219,,,,,,,,,,,,,,,,0.375888,0.0880719,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,openroad_syn,,retimed,unsupported,2.395,MET,,,,,,219,,,,,,,,,,,,,,,,0.317118,0.0730684,,,,vectorless,,0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,vivado-xc7a100t,2025.2,directive,on,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,vectorless,84,310,349.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xc7a100t,2025.2,orig,off,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,vectorless,84,333,431.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xc7a100t,2025.2,orig,on,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,vectorless,84,315,383.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xc7a100t,2025.2,retimed,off,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,vectorless,84,312,380.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xcau7p,2025.2,directive,on,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,183.0,,,,,vectorless,113,250,273.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xcau7p,2025.2,orig,off,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,183.0,,,,,vectorless,113,261,281.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xcau7p,2025.2,orig,on,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,183.0,,,,,vectorless,113,240,264.0,,
r03_async_reset_blocker,A - reset / initial state,vivado-xcau7p,2025.2,retimed,off,3.5,VIOLATED,,,,,,,,,,,,,,,,,,,,,,183.0,,,,,vectorless,70,246,268.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,directive,on,4.55,VIOLATED,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,vectorless,84,34,42.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,directive,on,5.6,VIOLATED,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,vectorless,84,35,42.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,directive,on,7.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,vectorless,84,35,43.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,directive,on,8.4,MET,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,vectorless,84,29,43.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,directive,on,10.5,MET,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,vectorless,84,29,43.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,off,4.55,VIOLATED,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,vectorless,84,28,36.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,off,5.6,VIOLATED,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,vectorless,84,30,38.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,off,7.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,vectorless,84,29,39.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,off,8.4,MET,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,vectorless,84,29,41.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,off,10.5,MET,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,vectorless,84,29,42.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,on,4.55,VIOLATED,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,vectorless,84,29,45.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,on,5.6,VIOLATED,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,vectorless,84,30,45.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,on,7.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,vectorless,84,29,36.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,on,8.4,MET,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,vectorless,84,28,36.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,orig,on,10.5,MET,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,vectorless,84,28,36.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,retimed,off,4.55,VIOLATED,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,vectorless,84,28,42.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,retimed,off,5.6,VIOLATED,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,vectorless,84,28,42.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,retimed,off,7.0,MET,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,vectorless,84,28,43.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,retimed,off,8.4,MET,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,vectorless,84,29,44.0,,
r03_async_reset_blocker,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,retimed,off,10.5,MET,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,vectorless,84,34,41.0,,
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,directive,on,0.9,MET,,,,,,303,520.562,,,,,,,,,,,,,,,1.1900000000000002,0.415,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,directive,on,1.098,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.9790000000000001,0.34,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,directive,on,1.349,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.8019999999999999,0.277,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,directive,on,1.642,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.664,0.22699999999999998,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,directive,on,1.987,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.555,0.188,,,,vectorless,,1.0,2.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,directive,on,2.395,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.46599999999999997,0.156,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,off,0.9,VIOLATED,,,,,,303,347.662,,,,,,,,,,,,,,,0.9810000000000001,0.262,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,off,1.098,VIOLATED,,,,,,303,347.662,,,,,,,,,,,,,,,0.809,0.215,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,off,1.349,VIOLATED,,,,,,303,347.662,,,,,,,,,,,,,,,0.662,0.175,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,off,1.642,VIOLATED,,,,,,303,347.662,,,,,,,,,,,,,,,0.549,0.14400000000000002,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,off,1.987,MET,,,,,,303,347.662,,,,,,,,,,,,,,,0.458,0.11900000000000001,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,off,2.395,MET,,,,,,303,347.662,,,,,,,,,,,,,,,0.38499999999999995,0.0984,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,on,0.9,MET,,,,,,303,520.562,,,,,,,,,,,,,,,1.1900000000000002,0.415,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,on,1.098,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.9790000000000001,0.34,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,on,1.349,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.8019999999999999,0.277,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,on,1.642,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.664,0.22699999999999998,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,on,1.987,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.555,0.188,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,orig,on,2.395,MET,,,,,,303,520.562,,,,,,,,,,,,,,,0.46599999999999997,0.156,,,,vectorless,,1.0,2.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,retimed,off,0.9,VIOLATED,,,,,,306,352.45,,,,,,,,,,,,,,,1.0399999999999998,0.313,,,,vectorless,,0.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,retimed,off,1.098,MET,,,,,,306,352.45,,,,,,,,,,,,,,,0.858,0.257,,,,vectorless,,1.0,2.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,retimed,off,1.349,MET,,,,,,306,352.45,,,,,,,,,,,,,,,0.7020000000000001,0.20900000000000002,,,,vectorless,,1.0,2.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,retimed,off,1.642,MET,,,,,,306,352.45,,,,,,,,,,,,,,,0.5810000000000001,0.17200000000000001,,,,vectorless,,1.0,2.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,retimed,off,1.987,MET,,,,,,306,352.45,,,,,,,,,,,,,,,0.484,0.14200000000000002,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r03_async_reset_blocker,A - reset / initial state,yosys,0.58,retimed,off,2.395,MET,,,,,,306,352.45,,,,,,,,,,,,,,,0.406,0.118,,,,vectorless,,1.0,1.0,8cda6ae6c04d,uncommitted
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.126,VIOLATED,,,,50,32,549,1453.1930392499999,,,,,,,,,,,,,,,14.054499999999999,5.86146,4.66778,8.952679999999999,0.434064,probabilistic,,68,84.0,c7162bb84e25,33c3049
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1546,VIOLATED,,,,92,64,566,1529.3668915,,,,,,,,,,,,,,,9.986089999999999,3.4163599999999996,4.948799999999999,4.38768,0.6496120000000001,probabilistic,,32,44.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.156,VIOLATED,,,,51,32,524,1376.899355,,,,,,,,,,,,,,,11.0177,4.496,3.81901,6.84267,0.35601900000000003,probabilistic,,37,46.0,c7162bb84e25,585535c
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1771,VIOLATED,,,,88,64,565,1537.55657475,,,,,,,,,,,,,,,8.5054,2.9381500000000003,4.28361,3.6793,0.542484,probabilistic,,38,52.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.18,VIOLATED,,,,51,32,526,1406.21668425,,,,,,,,,,,,,,,9.71715,3.8654800000000002,3.32751,6.080419999999999,0.309222,probabilistic,,83,107.0,c7162bb84e25,33c3049
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.2229,VIOLATED,,,,48,32,569,1478.7142840000001,,,,,,,,,,,,,,,8.27857,3.47276,2.59166,5.45186,0.235052,probabilistic,,47,56.0,c7162bb84e25,585535c
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.3093,MET,,,,88,64,374,1143.538281,,,,,,,,,,,,,,,3.9252999999999996,1.1578300000000001,2.2464,1.36828,0.310618,probabilistic,,17,29.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.3185,VIOLATED,,,,51,32,586,1517.663098,,,,,,,,,,,,,,,5.58116,2.28945,1.86593,3.54085,0.174377,probabilistic,,51,60.0,c7162bb84e25,585535c
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.3498,VIOLATED,,,,,,461,1198.00752825,,,,,,,,,,,,,,,4.49968,1.7822,1.6695900000000001,2.67823,0.151855,probabilistic,,23,31.0,8864e7c8ad06,uncommitted
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.455,MET,,,,74,64,273,NA,,,,,,,,,,,,,,,,,,,,probabilistic,,15,30.0,e2862f223c25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.6186,MET,,,,48,64,253,780.621669,,,,,,,,,,,,,,,1.60943,0.5232249999999999,0.783256,0.741474,0.0846961,probabilistic,,14,26.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,0.6695,MET,,,,,,340,960.0139585,,,,,,,,,,,,,,,1.86866,0.617729,0.866936,0.918582,0.08313670000000001,probabilistic,,15,25.0,8864e7c8ad06,uncommitted
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,directive,off,1.011,MET,,,,,,222,684.12876325,,,,,,,,,,,,,,,0.9508719999999999,0.29302100000000003,0.44787899999999997,0.464095,0.0388971,probabilistic,,11,19.0,8864e7c8ad06,uncommitted
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.126,VIOLATED,,,,24,32,597,1475.0754875,,,,,,,,,,,,,,,15.5666,7.45177,2.74382,12.6076,0.215111,probabilistic,,99,119.0,c7162bb84e25,33c3049
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.156,VIOLATED,,,,24,32,613,1513.7335497499998,,,,,,,,,,,,,,,12.1902,5.75495,2.1709,9.8471,0.17219199999999998,probabilistic,,54,64.0,c7162bb84e25,585535c
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.1771,VIOLATED,,,,48,64,557,1420.7252125,,,,,,,,,,,,,,,10.444500000000001,4.55791,2.79867,7.35065,0.295155,probabilistic,,51,64.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.18,VIOLATED,,,,24,32,576,1448.0758485,,,,,,,,,,,,,,,10.586699999999999,4.987,1.90034,8.53715,0.149233,probabilistic,,81,97.0,c7162bb84e25,33c3049
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.2229,VIOLATED,,,,24,32,580,1412.02739,,,,,,,,,,,,,,,8.42798,3.95504,1.52556,6.78299,0.119426,probabilistic,,40,48.0,c7162bb84e25,585535c
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.3185,VIOLATED,,,,24,32,588,1450.8249215,,,,,,,,,,,,,,,5.9497,2.72518,1.09684,4.77042,0.0824396,probabilistic,,46,55.0,c7162bb84e25,585535c
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.3498,VIOLATED,,,,,,577,1457.34633975,,,,,,,,,,,,,,,5.594069999999999,2.5396300000000003,1.16,4.3552,0.07886789999999999,probabilistic,,46,55.0,8864e7c8ad06,uncommitted
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.455,VIOLATED,,,,48,64,607,NA,,,,,,,,,,,,,,,,,,,,probabilistic,,52,70.0,e2862f223c25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,0.6186,VIOLATED,,,,48,64,533,1405.851823,,,,,,,,,,,,,,,3.00633,1.3028499999999998,0.8102400000000001,2.11158,0.0845005,probabilistic,,87,98.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,off,1.0115,MET,,,,,,506,1265.2988329999998,,,,,,,,,,,,,,,1.73189,0.763312,0.37858400000000003,1.32723,0.0260781,probabilistic,,20,28.0,8864e7c8ad06,uncommitted
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,on,0.126,VIOLATED,,,,50,32,549,1453.1930392499999,,,,,,,,,,,,,,,14.054499999999999,5.86146,4.66778,8.952679999999999,0.434064,probabilistic,,64,83.0,c7162bb84e25,33c3049
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,on,0.1546,VIOLATED,,,,92,64,566,1529.3668915,,,,,,,,,,,,,,,9.986089999999999,3.4163599999999996,4.948799999999999,4.38768,0.6496120000000001,probabilistic,,35,48.0,c7162bb84e25,4f7c7a48
r04_init_only_no_reset,A - reset / initial state,genus,23.12-s086_1,orig,on,0.156,VIOLATED,,,,51,32,524,1376.899355,,,,,,,,,,,,,,,11.0177,4.496,3.81901,6.84267,0.35601900000000003,probabilistic,,37,45.0,c7162bb84e25,585535c
